Variable,Country,Correlation
iprspota,NO,0.0076467137480007285
iplylfra,NO,-0.045759168619070846
impenva,NO,-0.01631819978817898
imptrada,NO,-0.09321028468048137
impfuna,NO,-0.07595765259535367
respc19a,NO,0.01551570406928171
symtc19,NO,0.10663063189862297
symtnc19,NO,0.2008136254114599
hinctnta,PL,0.15006021790343904
ppltrst,PL,0.1490157148770376
sclmeet,PL,0.16385377337802562
health,PL,-0.24962728126138395
eduyrs,PL,0.06510602373035113
uempla,PL,-0.04409153851489662
marsts,PL,-0.005833719278581105
agea,PL,0.010485922401824149
trstplc,PL,0.18810216753462708
trstprl,PL,0.11752551733146802
rlgdgr,PL,0.14787075044294154
wkhtot,PL,0.019628744041484097
nwspol,PL,0.031302948103369144
netusoft,PL,0.056309120953329475
netustm,PL,-0.04600001003058831
pplfair,PL,0.1905157790977171
pplhlp,PL,0.13189585563815323
polintr,PL,-0.10917169114174877
psppsgva,PL,0.06283300628920802
actrolga,PL,0.06356451452292909
psppipla,PL,0.08387124009938937
cptppola,PL,0.06502487823612489
trstlgl,PL,0.1152658176002321
trstplt,PL,0.12578301532515276
trstprt,PL,0.11892176785253178
trstep,PL,0.07423189267420169
trstun,PL,0.13133324751486614
vote,PL,-0.13707496857035592
contplt,PL,-0.014938776207376613
donprty,PL,-0.03182252880010986
sgnptit,PL,-0.024082799999340296
pbldmna,PL,-0.03087993506869059
bctprd,PL,0.018377805439269337
pstplonl,PL,0.029639349286079447
volunfp,PL,-0.04199495770517158
lrscale,PL,0.09442049943014869
stfeco,PL,0.3130897630423982
stfgov,PL,0.12549397699016304
stfdem,PL,0.2102897660491175
stfedu,PL,0.16509459831310222
stfhlth,PL,0.14777304659812165
gincdif,PL,0.013401788737340551
freehms,PL,-0.04639574485177633
hmsfmlsh,PL,0.02428075965525338
hmsacld,PL,0.06458914733301495
euftf,PL,0.052594101040460445
lrnobed,PL,-0.07734635904615797
imsmetn,PL,-0.04209517688181328
imdfetn,PL,0.031164956785601345
impcntr,PL,0.03883198018165563
imbgeco,PL,0.04373285453042411
imueclt,PL,0.034339796293601024
imwbcnt,PL,0.10023799935517128
happy,PL,0.715909334781381
inprdsc,PL,0.15002951611257084
sclact,PL,0.15813976906063978
crmvct,PL,0.005401093756564035
aesfdrk,PL,-0.1393789533343264
hlthhmp,PL,0.18433286984096608
atchctr,PL,0.2170332523437612
rlgblg,PL,-0.08726045048560034
rlgatnd,PL,-0.15623756964567695
pray,PL,-0.1178069460155083
dscrgrp,PL,0.09954652837270882
dscrrce,PL,
dscrage,PL,-0.07493863217771957
dscrgnd,PL,-0.020725245468531755
dscrntn,PL,
dscretn,PL,-0.0656680608267877
dscrdk,PL,0.04947262496643895
dscrref,PL,-0.11364334657396513
dscrnap,PL,0.09890915523124982
dscrsex,PL,-0.08196722881503217
ctzcntr,PL,-0.0725653418135662
brncntr,PL,0.005574852724808967
livecnta,PL,-0.07789971749070088
feethngr,PL,-0.06010945784451939
ccnthum,PL,-0.03165889813693548
ccrdprs,PL,0.1057715659608737
wrclmch,PL,0.02360398660543397
vteurmmb,PL,-0.08165632568063937
vteubcmb,PL,
ctrlife,PL,0.40382616993869586
etfruit,PL,-0.1459558744066384
eatveg,PL,-0.054995696096557
dosprt,PL,0.06084498951966508
cgtsmok,PL,0.11113463504109572
alcfreq,PL,-0.03570489658194171
alcbnge,PL,0.02709918005767088
height,PL,0.03700136030431305
weighta,PL,0.03533659132373821
icgndra,PL,0.0020185551393392515
medtrnp,PL,-0.0410379954046036
medtrnt,PL,-0.04781027468844121
medtroc,PL,-0.028270083566542276
medtrnl,PL,-0.045404803587382594
medtrwl,PL,-0.04080169858082759
medtrna,PL,
hlpfmly,PL,0.05293897337858818
hlpfmhr,PL,0.08549415278135082
trhltacu,PL,-0.016609650522259014
trhltacp,PL,-0.016229591474794677
trhltcm,PL,0.00194323962487188
trhltch,PL,-0.02246113669043177
trhltos,PL,0.002359595157500713
trhltho,PL,0.023588452550783123
trhltht,PL,-0.032571084955446375
trhlthy,PL,-0.011459936126125966
trhltmt,PL,0.029551417196953964
trhltpt,PL,0.024150836524840725
trhltre,PL,0.01359011817784488
trhltsh,PL,-0.0013419349707936641
fltdpr,PL,-0.32205669895032835
flteeff,PL,-0.3216908697991308
slprl,PL,-0.20663271506286826
wrhpp,PL,0.36751828938118053
fltlnl,PL,-0.27687047441699814
enjlf,PL,0.36819144817929217
fltsd,PL,-0.3181237175552419
cldgng,PL,-0.30951756073403425
hltprhc,PL,-0.08849269899170897
hltprhb,PL,-0.011266130682633622
hltprbp,PL,-0.1009241426150187
hltpral,PL,-0.007559140484776867
hltprbn,PL,-0.06553857384087881
hltprpa,PL,-0.07148640264109084
hltprpf,PL,-0.08613372215350784
hltprsd,PL,-0.10855111018329765
hltprsc,PL,-0.05606148587644322
hltprsh,PL,-0.08761689325236183
hltprdi,PL,0.03132479344354545
hltprnt,PL,0.06565982318645008
hltphhc,PL,-0.0428652305940494
hltphhb,PL,-0.013580989900487698
hltphbp,PL,-0.11788775132965967
hltphal,PL,0.015528909614229845
hltphbn,PL,-0.0452479606085927
hltphpa,PL,-0.041678069580518666
hltphpf,PL,-0.062037985406216134
hltphsd,PL,-0.09728697729796577
hltphsc,PL,0.001943239624871851
hltphsh,PL,-0.057554353013718765
hltphdi,PL,0.0015367294096940306
hltphnt,PL,0.02009239126082607
hltphnap,PL,0.0497473853168205
hltphref,PL,
hltphdk,PL,0.023631919501516437
hltphna,PL,
hltprca,PL,0.027489436090441206
cancfre,PL,-0.21592032791525498
cnfpplh,PL,0.18046806704560542
fnsdfml,PL,0.16906986840070837
jbexpvi,PL,-0.02265422278304532
jbexpti,PL,-0.08646357399486093
jbexpml,PL,-0.0270417001550535
jbexpmc,PL,-0.05007084772511456
jbexevl,PL,-0.046901670268325764
jbexevh,PL,-0.07950273000508694
jbexevc,PL,-0.05648981325274493
jbexera,PL,0.0029759186063747283
jbexecp,PL,-0.05083918438406568
jbexebs,PL,-0.03584342440002406
likrisk,PL,0.04113777075714507
liklead,PL,0.08402888849007085
sothnds,PL,0.10764409341735354
actcomp,PL,0.18646984057529742
mascfel,PL,0.012577130959502613
femifel,PL,0.020285625377482443
impbemw,PL,0.13350145635513602
trmedmw,PL,0.06985408259072222
trwrkmw,PL,0.021735156508044327
trplcmw,PL,0.060191699684160556
trmdcnt,PL,0.060895869875044605
trwkcnt,PL,0.03677052943359406
trplcnt,PL,0.03147233539234575
eqwrkbg,PL,0.11825986244110298
eqpolbg,PL,0.09575598024997192
eqmgmbg,PL,0.10286332723882718
eqpaybg,PL,0.11220384511372707
eqparep,PL,0.00041301189077542463
eqparlv,PL,-0.00021411644397799964
freinsw,PL,-0.010904740841070036
fineqpy,PL,0.016744952488803658
wlespdm,PL,-0.017796876530704105
hhmmb,PL,0.06354001762567968
gndr,PL,0.00010361286412049971
yrbrn,PL,-0.01015748559688458
rshpsts,PL,-0.05157124394188274
dvrcdeva,PL,0.05678693768833949
chldhhe,PL,-0.07042171948594035
domicil,PL,0.04089948687716872
paccmoro,PL,-0.08964235970143335
paccdwlr,PL,-0.11174716963912049
pacclift,PL,-0.04339635394572385
paccnbsh,PL,-0.03244101024520363
paccocrw,PL,-0.027767071184270672
paccxhoc,PL,-0.054026816781568426
paccnois,PL,0.027137120026977917
paccinro,PL,0.007028399652485617
eisced,PL,0.06497950568812758
pdwrk,PL,0.038627823595580334
edctn,PL,-0.012253124347044477
uempli,PL,-0.06851988339724127
dsbld,PL,-0.06176755406122609
rtrd,PL,0.0012438032243701155
hswrk,PL,0.024444798818497922
mainact,PL,-0.12616369952693682
pdjobev,PL,0.06444909387181552
pdjobyr,PL,0.0066356760368620205
emplrel,PL,0.044168115017204905
wrkctra,PL,-0.11947273479164619
jbspv,PL,-0.08314277936251244
wkdcorga,PL,0.151046481473366
iorgact,PL,0.07001919404304996
wkhct,PL,0.049807799335442195
tporgwk,PL,-0.060258593284478947
eiscedf,PL,-0.023344457762350508
emprelp,PL,0.027112889868489542
wkhtotp,PL,0.024445487537404786
emprf14,PL,-0.0390339922861656
occf14b,PL,0.011973555320004676
eiscedm,PL,-0.006378145128597056
emprm14,PL,0.024950660244386316
occm14b,PL,0.014002454462947601
atncrse,PL,-0.00375550597322992
ipcrtiva,PL,-0.11831062870546984
impricha,PL,-0.026009828440942555
ipeqopta,PL,-0.09486621836682958
ipshabta,PL,-0.04158985333626604
impsafea,PL,-0.11277140661109752
impdiffa,PL,-0.09782337400474973
ipfrulea,PL,-0.11597311162340206
ipudrsta,PL,-0.07379948203866288
ipmodsta,PL,0.007424090712008756
ipgdtima,PL,-0.06467086501877521
impfreea,PL,-0.10735278443622952
iphlppla,PL,-0.15441241625110103
ipsucesa,PL,-0.09307426980356631
ipstrgva,PL,-0.1577236273792201
ipadvnta,PL,-0.01779444485366758
ipbhprpa,PL,-0.11033765262818136
iprspota,PL,-0.09666796847446235
iplylfra,PL,-0.12499350022778469
impenva,PL,-0.08851467764713761
imptrada,PL,-0.13211735564937935
impfuna,PL,-0.06460448946779443
respc19a,PL,-0.055376125367689585
symtc19,PL,0.015995663237525576
symtnc19,PL,0.08742623358240267
hinctnta,PT,0.21686987131383242
ppltrst,PT,0.1862261085373394
sclmeet,PT,0.19183062129384498
health,PT,-0.313268084820932
eduyrs,PT,0.21082028017763532
uempla,PT,-0.06575392047795701
marsts,PT,0.04129967819387417
agea,PT,-0.1392429559879596
trstplc,PT,0.1931091589946239
trstprl,PT,0.20975982993769368
rlgdgr,PT,0.013215328737395709
wkhtot,PT,0.07900079013173912
nwspol,PT,-0.012647543153810253
netusoft,PT,0.19813427088934746
netustm,PT,0.0307231101898143
pplfair,PT,0.13859559161498486
pplhlp,PT,0.2041632765169971
polintr,PT,-0.14736617922976053
psppsgva,PT,0.12197391409958322
actrolga,PT,0.1278409015545147
psppipla,PT,0.10378648961406882
cptppola,PT,0.17034963827514069
trstlgl,PT,0.19744509559437204
trstplt,PT,0.18441336654943402
trstprt,PT,0.17676964619427857
trstep,PT,0.20879339293350352
trstun,PT,0.1720539700790584
vote,PT,-0.039697681256613535
contplt,PT,-0.0543548132998771
donprty,PT,-0.06090143373740238
sgnptit,PT,-0.037999967099803016
pbldmna,PT,-0.054919486069643184
bctprd,PT,-0.00467635367669953
pstplonl,PT,-0.05074771730234497
volunfp,PT,-0.017746798183377637
lrscale,PT,0.06925185502506448
stfeco,PT,0.31931073308867813
stfgov,PT,0.17662416009523615
stfdem,PT,0.2292246878331356
stfedu,PT,0.24020992576056763
stfhlth,PT,0.20402372265091945
gincdif,PT,-0.017732093993693108
freehms,PT,-0.10690742816691433
hmsfmlsh,PT,0.116888671111306
hmsacld,PT,-0.06396474685805191
euftf,PT,0.07797291126595908
lrnobed,PT,0.013809822419577567
imsmetn,PT,-0.14053033964169884
imdfetn,PT,-0.1402316280880181
impcntr,PT,-0.11729100547986282
imbgeco,PT,0.13463167368498768
imueclt,PT,0.14756478748203214
imwbcnt,PT,0.15902497245849873
happy,PT,0.5685412765694297
inprdsc,PT,0.18382942172537592
sclact,PT,0.1782703296058429
crmvct,PT,0.0005148452698031285
aesfdrk,PT,-0.15554417965939268
hlthhmp,PT,0.21552721830959862
atchctr,PT,0.13789286610776408
rlgblg,PT,-0.009324611547489987
rlgatnd,PT,-0.0037475819543636136
pray,PT,0.04275766448033274
dscrgrp,PT,0.015249158763314142
dscrrce,PT,-0.012645425740332814
dscrage,PT,-0.10922528352419913
dscrgnd,PT,-0.0031599746128243866
dscrntn,PT,0.037186400431053486
dscretn,PT,0.0022078629300737638
dscrdk,PT,
dscrref,PT,0.019324894168942813
dscrnap,PT,0.014950574252869565
dscrsex,PT,-0.02101024398944044
ctzcntr,PT,0.1055344128797363
brncntr,PT,0.0880086431846854
livecnta,PT,0.2688935893777319
feethngr,PT,0.001751481654529843
ccnthum,PT,-0.042695013768494265
ccrdprs,PT,0.09715344259015592
wrclmch,PT,0.04429208875782151
vteurmmb,PT,-0.08999144269675104
vteubcmb,PT,
ctrlife,PT,0.2317154381542167
etfruit,PT,-0.0712119408460994
eatveg,PT,-0.11286625534541908
dosprt,PT,0.0882149381740981
cgtsmok,PT,0.058551999633356215
alcfreq,PT,-0.09226867842354974
alcbnge,PT,-0.039828707100103736
height,PT,0.11494105701761237
weighta,PT,0.008069353534190011
icgndra,PT,-0.013889408304109854
medtrnp,PT,-0.07409471394571363
medtrnt,PT,0.021785074693211493
medtroc,PT,5.952646233213792e-05
medtrnl,PT,0.0029826341381506685
medtrwl,PT,-0.05163026745677996
medtrna,PT,
hlpfmly,PT,0.04836459508168086
hlpfmhr,PT,0.08671084614012124
trhltacu,PT,0.012508120535819636
trhltacp,PT,
trhltcm,PT,0.012238168496947147
trhltch,PT,0.014452993733137626
trhltos,PT,0.034331396067489466
trhltho,PT,0.029907743599025382
trhltht,PT,0.018396004810832346
trhlthy,PT,-0.0036856593483222404
trhltmt,PT,0.06965149671141045
trhltpt,PT,-0.04062560474961031
trhltre,PT,0.026366398227800347
trhltsh,PT,-0.0578783111794103
fltdpr,PT,-0.32524963184505584
flteeff,PT,-0.1986740739199287
slprl,PT,-0.24304652341951882
wrhpp,PT,0.3469415135734271
fltlnl,PT,-0.29521531595473255
enjlf,PT,0.406117319903731
fltsd,PT,-0.3414283304163549
cldgng,PT,-0.3519490355075886
hltprhc,PT,-0.07162294603978475
hltprhb,PT,-0.0997443409057982
hltprbp,PT,-0.10363788623866689
hltpral,PT,-0.07686623533150672
hltprbn,PT,-0.08015968172461997
hltprpa,PT,-0.1563065211117382
hltprpf,PT,-0.13470751694835686
hltprsd,PT,-0.06632091965823643
hltprsc,PT,-0.08444173212077885
hltprsh,PT,-0.07709359756524355
hltprdi,PT,-0.09905457596033315
hltprnt,PT,0.20239158842572075
hltphhc,PT,-0.06513139097829677
hltphhb,PT,-0.004642569899295449
hltphbp,PT,-0.0931604733987223
hltphal,PT,-0.04657616499260216
hltphbn,PT,-0.07418605582196984
hltphpa,PT,-0.10013423128523465
hltphpf,PT,-0.11461172050070136
hltphsd,PT,-0.022009619409851796
hltphsc,PT,0.006479995037690356
hltphsh,PT,-0.07709868512103552
hltphdi,PT,-0.038187759002071886
hltphnt,PT,-0.018301572981947165
hltphnap,PT,0.19867127577583477
hltphref,PT,-0.019287370102595285
hltphdk,PT,-0.0064166153454159455
hltphna,PT,
hltprca,PT,0.05021612770564075
cancfre,PT,-0.07929588719541317
cnfpplh,PT,0.15043590727540862
fnsdfml,PT,0.2374358670040457
jbexpvi,PT,-0.005751605410040132
jbexpti,PT,-0.0573051167434131
jbexpml,PT,-0.061731428208508035
jbexpmc,PT,-0.10158287751495712
jbexevl,PT,-0.06180136699640395
jbexevh,PT,-0.07367017689862863
jbexevc,PT,-0.0861527054612484
jbexera,PT,-0.03756159687920019
jbexecp,PT,-0.03249132009296457
jbexebs,PT,-0.08951064906103558
likrisk,PT,0.16188269813303713
liklead,PT,0.18760390340406613
sothnds,PT,0.09927839782426257
actcomp,PT,0.15038083968753801
mascfel,PT,0.033856021707215106
femifel,PT,-0.03431188148724298
impbemw,PT,0.05875436323286674
trmedmw,PT,0.10006441958943331
trwrkmw,PT,0.06728395023616786
trplcmw,PT,0.07371036326968672
trmdcnt,PT,0.08145280749115982
trwkcnt,PT,0.022009407793669496
trplcnt,PT,0.07691144398684846
eqwrkbg,PT,0.07211776443278758
eqpolbg,PT,0.06732764957781043
eqmgmbg,PT,0.03980876366575388
eqpaybg,PT,0.0710874024027625
eqparep,PT,0.03484916093776439
eqparlv,PT,-0.05933326444377104
freinsw,PT,-0.008717699550825426
fineqpy,PT,0.0326202344017096
wlespdm,PT,-0.07872848810799549
hhmmb,PT,0.08588309689356993
gndr,PT,-0.06427136839851513
yrbrn,PT,0.1407175188603849
rshpsts,PT,-0.021270375189688343
dvrcdeva,PT,-0.03884186635886447
chldhhe,PT,0.06137628614558855
domicil,PT,-0.05935758971931706
paccmoro,PT,-0.14684026876185952
paccdwlr,PT,-0.1488578616785391
pacclift,PT,-0.0036856593483221302
paccnbsh,PT,0.02286400574684247
paccocrw,PT,-0.07082916315110312
paccxhoc,PT,-0.14117266728127725
paccnois,PT,-0.03499842741542229
paccinro,PT,0.00722923322592457
eisced,PT,0.20333314853031834
pdwrk,PT,0.1737841314939479
edctn,PT,0.0761337524741903
uempli,PT,-0.09469520100144282
dsbld,PT,-0.05085337094341152
rtrd,PT,-0.12097957627171292
hswrk,PT,-0.03883096997032178
mainact,PT,-0.037105825248613895
pdjobev,PT,0.02987991996384046
pdjobyr,PT,-0.051166003563563205
emplrel,PT,0.022883985034268427
wrkctra,PT,-0.07934885952991802
jbspv,PT,-0.09711579058143952
wkdcorga,PT,0.10804078850970657
iorgact,PT,0.09012110018168276
wkhct,PT,0.031320638768104744
tporgwk,PT,-0.029609928624814735
eiscedf,PT,0.13440542418135376
emprelp,PT,-0.025111184415562884
wkhtotp,PT,0.032123868112434326
emprf14,PT,0.007050162550227893
occf14b,PT,-0.15260311172073263
eiscedm,PT,0.11519157458226385
emprm14,PT,-0.07334832626017418
occm14b,PT,-0.1299684088691508
atncrse,PT,-0.10195244017216584
ipcrtiva,PT,-0.1718293265663514
impricha,PT,-0.06361863676115255
ipeqopta,PT,-0.0851948614212475
ipshabta,PT,-0.11752553051865404
impsafea,PT,-0.02701830904942544
impdiffa,PT,-0.15132277803760122
ipfrulea,PT,-0.01579672778939487
ipudrsta,PT,-0.0965222351756796
ipmodsta,PT,0.07792130098068561
ipgdtima,PT,-0.18779091307815224
impfreea,PT,-0.09952228964670301
iphlppla,PT,-0.1351799514426861
ipsucesa,PT,-0.17414636211626217
ipstrgva,PT,-0.028353117414510222
ipadvnta,PT,-0.17894668323458224
ipbhprpa,PT,-0.03303537732096666
iprspota,PT,-0.034596471924819405
iplylfra,PT,-0.09284497541750034
impenva,PT,-0.09513753759848673
imptrada,PT,-0.017585979349342702
impfuna,PT,-0.20997306411182165
respc19a,PT,-0.02798354598037222
symtc19,PT,0.02743030570891601
symtnc19,PT,0.17461402399347792
hinctnta,RS,0.21168092951726863
ppltrst,RS,0.1414882973370195
sclmeet,RS,0.16873361183229219
health,RS,-0.2592035808432118
eduyrs,RS,0.056336884367195944
uempla,RS,-0.060843418793312135
marsts,RS,0.02092490609794423
agea,RS,-0.08249400276649978
trstplc,RS,0.16310153096201555
trstprl,RS,0.1778991479320238
rlgdgr,RS,0.09294124467596296
wkhtot,RS,-0.0767823535117903
nwspol,RS,-0.023639263621937003
netusoft,RS,0.05566448937091575
netustm,RS,-0.048163757993780455
pplfair,RS,0.1358045875219063
pplhlp,RS,0.16724899701663531
polintr,RS,-0.019042168512285296
psppsgva,RS,0.11592571314411718
actrolga,RS,0.077741007901963
psppipla,RS,0.10676102184788946
cptppola,RS,0.09887999268383216
trstlgl,RS,0.17988112103461876
trstplt,RS,0.15892982810646725
trstprt,RS,0.1372507057537687
trstep,RS,0.13297074110834073
trstun,RS,0.11321436430934753
vote,RS,-0.04455209672613236
contplt,RS,0.02515162086613354
donprty,RS,0.003211965011489072
sgnptit,RS,0.016703504611555738
pbldmna,RS,0.02936795832462906
bctprd,RS,0.051877189037843545
pstplonl,RS,0.04030095859601741
volunfp,RS,-0.021511688914950543
lrscale,RS,0.08752584468366288
stfeco,RS,0.3443903866308856
stfgov,RS,0.2181019650811689
stfdem,RS,0.20723407846769676
stfedu,RS,0.18678502390036514
stfhlth,RS,0.2387507094922634
gincdif,RS,0.0872929633459229
freehms,RS,-0.047697499403582116
hmsfmlsh,RS,0.07760124603738931
hmsacld,RS,-0.006232046924273705
euftf,RS,0.06964573498179466
lrnobed,RS,0.05817814590277744
imsmetn,RS,-0.05190829818272291
imdfetn,RS,-0.04680799188144617
impcntr,RS,-0.0657730275245131
imbgeco,RS,0.07350682017765572
imueclt,RS,0.044702944064722534
imwbcnt,RS,0.06017118289709613
happy,RS,0.6719793352693674
inprdsc,RS,0.1265857295203415
sclact,RS,0.1843305146109088
crmvct,RS,0.06325737961807142
aesfdrk,RS,-0.11863609968316546
hlthhmp,RS,0.20023722153015544
atchctr,RS,0.07289710163212335
rlgblg,RS,-0.059600360910265215
rlgatnd,RS,-0.002946067841858167
pray,RS,-0.009899047215133641
dscrgrp,RS,0.13912050165510306
dscrrce,RS,-0.07581909380720203
dscrage,RS,-0.045361726870873066
dscrgnd,RS,-0.0035960043626531327
dscrntn,RS,-0.08141538329728973
dscretn,RS,-0.07426148603688928
dscrdk,RS,-0.023037611191785472
dscrref,RS,-0.08765245148965782
dscrnap,RS,0.14821676348277943
dscrsex,RS,-0.02504957150389335
ctzcntr,RS,0.014088262441542742
brncntr,RS,-0.032141218274079765
livecnta,RS,0.15785725542981452
feethngr,RS,-0.05053613935040389
ccnthum,RS,-0.07329000462829911
ccrdprs,RS,0.09500960461694465
wrclmch,RS,-0.023674677358127564
vteurmmb,RS,
vteubcmb,RS,-0.029775173301418874
ctrlife,RS,0.36534478519099806
etfruit,RS,-0.11365221560771581
eatveg,RS,-0.10898930876066677
dosprt,RS,0.10653992167293229
cgtsmok,RS,0.08726946611623193
alcfreq,RS,-0.003790932742139171
alcbnge,RS,0.014181509699809459
height,RS,0.04183975998255309
weighta,RS,-0.0021710270329016157
icgndra,RS,-0.030854885830309015
medtrnp,RS,-0.10279351944814888
medtrnt,RS,-0.001235258794151981
medtroc,RS,-0.005795695690032561
medtrnl,RS,-0.08830628612013532
medtrwl,RS,-0.13960381655855555
medtrna,RS,
hlpfmly,RS,0.05068817621783029
hlpfmhr,RS,-0.01649594316266668
trhltacu,RS,0.03875841483175043
trhltacp,RS,0.01010259473892884
trhltcm,RS,0.045000758406926245
trhltch,RS,0.028608567087900827
trhltos,RS,0.034401942312614016
trhltho,RS,0.008171594858970782
trhltht,RS,-0.05455472186510222
trhlthy,RS,-0.040545889276729384
trhltmt,RS,0.019926953356910422
trhltpt,RS,-0.04688684928569473
trhltre,RS,0.006467582583487224
trhltsh,RS,0.020872214004774653
fltdpr,RS,-0.32390871921971137
flteeff,RS,-0.2833522179005738
slprl,RS,-0.1290138702113907
wrhpp,RS,0.4039700844102959
fltlnl,RS,-0.2551168642156854
enjlf,RS,0.3546766548553502
fltsd,RS,-0.31621920886467086
cldgng,RS,-0.25693087266623704
hltprhc,RS,-0.12473406374882083
hltprhb,RS,-0.06993336236070186
hltprbp,RS,-0.022939547854243254
hltpral,RS,-0.029257209016791894
hltprbn,RS,-0.07412533023021402
hltprpa,RS,-0.11690044029895819
hltprpf,RS,-0.1466620463675633
hltprsd,RS,-0.1289498428443802
hltprsc,RS,-0.07688536055901574
hltprsh,RS,-0.11224332197023296
hltprdi,RS,-0.06239476956083645
hltprnt,RS,0.1412884532227365
hltphhc,RS,-0.07274318336861277
hltphhb,RS,-0.09466684082400383
hltphbp,RS,-0.03212679188673093
hltphal,RS,-0.03383790388037608
hltphbn,RS,-0.08259651577553684
hltphpa,RS,-0.15593240731162944
hltphpf,RS,-0.1228911976198241
hltphsd,RS,-0.09481452390336023
hltphsc,RS,-0.04731564845515773
hltphsh,RS,-0.10685992650434323
hltphdi,RS,-0.0848400459572475
hltphnt,RS,0.025951343849019617
hltphnap,RS,0.1273779787401418
hltphref,RS,
hltphdk,RS,
hltphna,RS,-0.01191916380077596
hltprca,RS,0.04524235400388539
cancfre,RS,0.10396853520072878
cnfpplh,RS,0.17666421656053874
fnsdfml,RS,0.20148233492575338
jbexpvi,RS,-0.06578623830443124
jbexpti,RS,-0.09069585385263014
jbexpml,RS,-0.05245143526182668
jbexpmc,RS,-0.0933670367669968
jbexevl,RS,-0.06844614590505879
jbexevh,RS,-0.03547791227243513
jbexevc,RS,-0.07705652560956609
jbexera,RS,-0.02087627624097127
jbexecp,RS,-0.04121997972670417
jbexebs,RS,-0.047798043096985356
likrisk,RS,0.08830977200672677
liklead,RS,0.13287729466938392
sothnds,RS,0.031936932018129305
actcomp,RS,0.08457227730565882
mascfel,RS,0.0666541575088245
femifel,RS,0.04221726848880123
impbemw,RS,0.11032078522855245
trmedmw,RS,0.01114764845773999
trwrkmw,RS,0.04278185247300937
trplcmw,RS,0.06783921307879863
trmdcnt,RS,0.03496165625783179
trwkcnt,RS,0.04115297613832758
trplcnt,RS,0.06728671558346248
eqwrkbg,RS,0.08242226262416102
eqpolbg,RS,0.09701530561873284
eqmgmbg,RS,0.07806457090694778
eqpaybg,RS,0.06982605214233752
eqparep,RS,0.00641849264777952
eqparlv,RS,0.01301884191725317
freinsw,RS,-0.020211376447990703
fineqpy,RS,-0.028598915537946672
wlespdm,RS,0.005281370446180376
hhmmb,RS,0.1160947632540474
gndr,RS,0.000630086089015062
yrbrn,RS,0.08257648512303403
rshpsts,RS,0.0075609132346781014
dvrcdeva,RS,0.10417297202312369
chldhhe,RS,-0.0077477256347633595
domicil,RS,0.012938350787889474
paccmoro,RS,-0.12371962490695991
paccdwlr,RS,-0.09825739041166259
pacclift,RS,-0.058413515154691675
paccnbsh,RS,-0.08141959919502191
paccocrw,RS,-0.06943494777929186
paccxhoc,RS,-0.07191066050415407
paccnois,RS,-0.09227752013048812
paccinro,RS,-0.12386314359331159
eisced,RS,0.0614775580157132
pdwrk,RS,0.0048449577837969835
edctn,RS,0.0916944855391876
uempli,RS,-0.02707432375930273
dsbld,RS,-0.0917725996713763
rtrd,RS,-0.009773820945220118
hswrk,RS,0.012883379180796808
mainact,RS,-0.02228585981629011
pdjobev,RS,0.09130340162813443
pdjobyr,RS,-0.09221035006209508
emplrel,RS,0.026199598268757646
wrkctra,RS,-0.016139789800311825
jbspv,RS,-0.10066198643916373
wkdcorga,RS,0.14132754680815782
iorgact,RS,0.10536691990453623
wkhct,RS,-0.08925183569265398
tporgwk,RS,-0.029959984705474767
eiscedf,RS,0.03834786071378375
emprelp,RS,-0.03272273022213067
wkhtotp,RS,-0.13666765437030054
emprf14,RS,-0.04141052776406018
occf14b,RS,-0.01929121898176726
eiscedm,RS,0.046248749100467446
emprm14,RS,-0.05812646259988928
occm14b,RS,0.0020645578916227802
atncrse,RS,-0.03192381680185172
ipcrtiva,RS,-0.11182478961550853
impricha,RS,-0.09257653956595831
ipeqopta,RS,-0.02890079067292403
ipshabta,RS,-0.12773092895790308
impsafea,RS,0.019935937780853234
impdiffa,RS,-0.08765339925738118
ipfrulea,RS,0.01300590692016076
ipudrsta,RS,-0.07784834535768753
ipmodsta,RS,0.09857423183875447
ipgdtima,RS,-0.15625673148125888
impfreea,RS,-0.07347600345031917
iphlppla,RS,-0.04506458079715619
ipsucesa,RS,-0.16990858274277015
ipstrgva,RS,-0.004975360108865212
ipadvnta,RS,-0.14000550888665197
ipbhprpa,RS,0.013510088384304455
iprspota,RS,-0.07746936920963794
iplylfra,RS,-0.12051693645259942
impenva,RS,-0.034870365196695174
imptrada,RS,-0.08245876697404882
impfuna,RS,-0.15470383082599318
respc19a,RS,-0.01520268214382278
symtc19,RS,0.04145343441800948
symtnc19,RS,0.08978167538128373
hinctnta,SE,0.15789049749182413
ppltrst,SE,0.2131436942924385
sclmeet,SE,0.1386359470441237
health,SE,-0.37700510926313446
eduyrs,SE,0.0051249302250105065
uempla,SE,-0.10392707210758004
marsts,SE,-0.07581387856086966
agea,SE,0.07454131515957449
trstplc,SE,0.16222644960127616
trstprl,SE,0.16007532698363577
rlgdgr,SE,0.04524405907079754
wkhtot,SE,0.057960370641231676
nwspol,SE,0.0006014270711768064
netusoft,SE,0.05595491747395244
netustm,SE,-0.08826781514981029
pplfair,SE,0.22692923018764066
pplhlp,SE,0.18005089066949562
polintr,SE,-0.06035361416750031
psppsgva,SE,0.146019382943798
actrolga,SE,0.0636240166156251
psppipla,SE,0.09551701602030149
cptppola,SE,0.09558041362091578
trstlgl,SE,0.15519586206989314
